name	rawTweet
JoaoSTOFEL	@jamala Thank you 4 sharing your artistry and truth with the world! Congratulations!
JonyPeon17	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
RtvHD	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
selimkeles19	@Grazvis75 Going To play Francesca at school tomoz and also probs Jamala and make sure everyone hears them
Lawal990000	RT @ReutersShowbiz: Ukraine president honors Eurovision winner Jamala with award https://t.co/jmmRAegRJC https://t.co/m6XO8LjDJn
JohnStolt	"@JohnStolt Jamala at the memorial's opening ceremony""."
R0DT1D	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
jfe58	Ukraine president honors Eurovision winner Jamala with award https://t.co/dp21IWFNvE
ericlewan	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know
dot_tube	Ukraine president honors Eurovision winner Jamala with award https://t.co/vNUhBOBqD4
MaxOverdriveTV	Ukraine president honors Eurovision winner Jamala with award https://t.co/unQfNaoFxL
AElmosta	#teamfollowback Ukraine president honors Eurovision winner Jamala with award https://t.co/XJdGVNKdD6 #followmejp
tweetKULIKULI	Ukraine president honors Eurovision winner Jamala with award https://t.co/WGZsax1sF1
silvyhopkins	Ukraine president honors Eurovision winner Jamala with award https://t.co/wERJIcc7FH
Nikola_Prevod	Jamala not going to Crimea for Tatar deportation memorial tomorrow but instead will be at similar event in Kiev https://t.co/XDguM0ZzvX
DonnWilzy	Ukrainian President Petro Poroshenko gives medal to singer Jamala, the winner of the Eurovision Song Contest.... https://t.co/P0qwegq2nK
EurovisionIrela	Can Ukraine afford to host Eurovision 2017? How much will it cost? Will it be hosted in Kiev in 2017? Jamala had... https://t.co/UNhsvCsOIY
vadim137502	RT @ArsenShyt: Jamala - 1944 (Ukraine) Live at Semi-Final 2 of the 2016 Eurovision Song Contest https://t.co/0wH5klOV9A https://t.co/IDuiVe…
jenniferkochsh1	RT @AElmosta: #teamfollowback Ukraine president honors Eurovision winner Jamala with award https://t.co/XJdGVNKdD6 #followmejp
lightifyco1	RT @AElmosta: #teamfollowback Ukraine president honors Eurovision winner Jamala with award https://t.co/XJdGVNKdD6 #followmejp
AlbaPetrova	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
beta_fiver	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
IndianVoiceIn	Ukraine president honors Eurovision winner Jamala with award https://t.co/BJrIGNSV6b https://t.co/QJIt26qIbr
LeonidKotlyar	Jamala not to perform in Crimea at memorial opening — producer https://t.co/hUbuaoLwA9
DarinKarp	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
MTem33	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5
LeonidKotlyar	Jamala not to perform in Crimea at memorial opening — producer https://t.co/hUbuaoLwA9 https://t.co/FnTPnSOyof
KamikazeKotanUA	RT @Eurovision: Congratulations to Jamala from Ukraine- winner of the 2016 #Eurovision Song Contest! https://t.co/SUEfwQhLVu
winss7	RT @ACScowcroft: Jamala’s Triumph at Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/hCiSC7Q4z8 https://t.co/L…
melindaharing	.@jamala’s triumph @Eurovision reminds #Ukraine to take cultural diplomacy seriously https://t.co/iQycAf7fy8
CyberNewspaper	Poroshenko awards singer Jamala after Eurovision win: Ukrainian President Petro Poroshenko gives medal to sin... https://t.co/aiQDhstjL4
renereza1	Poroshenko awards singer Jamala after Eurovision win: Ukrainian President Petro Poroshenko gives medal to sin... https://t.co/tUI6bfe8dA
ImagineFMStudio	#SHOWBIZ - Eurovision winner Jamala given award by Ukraine's president https://t.co/SLsST0nosm https://t.co/wlJUjlqLMZ
DamonMacWilson	RT @melindaharing: .@jamala’s triumph @Eurovision reminds #Ukraine to take cultural diplomacy seriously https://t.co/iQycAf7fy8
YoTengoA_Nemo	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
jaibiz2day	Ukraine president honors Eurovision winner Jamala with award https://t.co/RC4zyfmdI1
MythicalMagixia	JAMALA X POLI FOR LIFE THAT WAS THE SHIT
AFenynets	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
AFenynets	"RT @jamala: Number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala https://t.co/VmPbRuWmbw"
AFenynets	"RT @jamala: I'll be performing song number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala #eurovision #jamala1944 https://t.co/I…"
AFenynets	"RT @jamala: Tonight I'll be performing «1944» at the Eurovision Semi Final
Vote for me!
Vote for Ukraine!
 #jamala #eurovision https://t.co…"
Nikola_Prevod	"Ukrainian president Poroshenko: Jamala's song was originally titled ""Crimea is Ours"". #Eurovision  https://t.co/kgHa2mrGHF"
Clelide	#np LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision... https://t.co/BQJdCTXQbk via @YouTube
tsnowbird5000	"RT @EuromaidanPress: #Jamala sends everyone a postcard from home, #Ukraine
https://t.co/qwQ1X1UC89"
112NewsFeed	@poroshenko @eubetter Ukrainian singer @jamala nominated for @UNICEF #GoodwillAmbassador https://t.co/GlpYwWwv6c https://t.co/9ppWhq6i6i
NewzUkraine	Ukrainian singer Jamala has no plans to change citizenship: Ukrainian singer Jamala, the winner of the 2016 E... https://t.co/Bgs0UXxw4F
pixielxx	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
YULEDGERALWAYS	RT @Eurovision: Congratulations to Jamala from Ukraine- winner of the 2016 #Eurovision Song Contest! https://t.co/SUEfwQhLVu
UKRinCHE	RT @TheBankova: President awarded @jamala title of the People’s Artist of Ukraine https://t.co/2df8J9zHP5
DTNGeorgia	DTN Georgia: Eurovision Winner Jamala Says Song Won On Artistic, Not Political, Grounds: Ukrainian singer Jam... https://t.co/1qiIR6xema
iSeattleNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing Competition https://t.co/SOCp6TyXQ7 #Seattle #WA #News
iPhillyNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing Competition https://t.co/A7dkRiSmDD #Philadelphia #News
iAmsterdamNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing Competition https://t.co/ZuyG434kRx #Amsterdam #News
iChristNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing Competition https://t.co/DGcv8XHEzQ #Christian #News
iSydneyNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing Competition https://t.co/BwiMoFVenk #Sydney #News #Aus
FollowParisNews	Eurovision 2016 Winner: Russia in Frenzy After Ukraine's Jamala Wins Popular Singing… https://t.co/MYMQ96LCuX #Paris #France #News
innakoval6	"RT @jamala: I'll be performing song number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala #eurovision #jamala1944 https://t.co/I…"
shmulikbh1	"And So...

We're ""Fixing"" Eurovision 2016 !

SEMI FINAL 2 

SONG 14 - UKRAINE

Jamala 

Smile

https://t.co/r9EngxoCrV"
sthefany_mel0	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
hamaramagnews	Ukraine president honors Eurovision winner Jamala with award
yourprincessjpg	RT @Angryesc: Jamala sang from the bottom of her heart and cause of this won. #Eurovision https://t.co/RN6MJHCb1o
112NewsFeed	@KyrylenkoVyach @Amie_FR @NewsweekEurope @Nkbayar #Jamala becomes Honored Artist of #Ukraine https://t.co/x1Ru0SnKrD https://t.co/vd9nuh5w1u
WritersGroups	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
MythicalMagixia	RT @Angryesc: Jamala sang from the bottom of her heart and cause of this won. #Eurovision https://t.co/RN6MJHCb1o
pozeraczksiazek	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
wwwoikotimescom	TURKEY - President of Turkey Recep Tayyip Erdogan congratulated Ukrainian singer Jamala on the victory at... https://t.co/N1tPxcB3eJ
ESCGREECE	EUROVISION UKRAINE 2017! #Eurovision #ukraine #UKR #jamala #jamala1944 #esc2017 #eurovisiongr #foustanela https://t.co/NzmO3h2Afd
DJJY	But for a while it looked like it would be Australia. Ukraine's contestant Jamala has won the 2016 Eurovision... https://t.co/hb31g62AXI
StridderWal	@marcelsardo @3xxRu @ScottsHumor The (great)grandmother for @jamala is right there hailing #Hitler. Traitors are Traitors. #Iamlaughing
marcelsardo	"😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https://t.co/wi5IONuYIJ"
d_tower1	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
Ilyingeorgy	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
danaducessa	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
naledicph	Beautiful @Jamala_official, the winner of #eurovision2016 at press event in #Kyiv today 💕… https://t.co/MkGwtpg3XH
RusNewspapers	"""You fucking freaks"": press conference by Jamala opened Lazarev song -#Culture-#News--https://t.co/AqM95nSoVO https://t.co/URjJTYpM6d"
ihateputin3	RT @GlasnostGone: #Savchenko lawyer @mark_feygin seen Nadiya. Congratulates #Ukraine &amp; #Jamala on #Eurovision win. #FreeSavchenko https://t…
TTrautzsch	RT @tassagency_en: Crimea invites Ukraine’s Jamala to sing at opening of memorial to deportation victims https://t.co/gIANBIAuFL
ESCCYPRUS	RT @ESCGREECE: EUROVISION UKRAINE 2017! #Eurovision #ukraine #UKR #jamala #jamala1944 #esc2017 #eurovisiongr #foustanela https://t.co/NzmO3…
duosg	Ukraine president honors Eurovision winner Jamala with award: KIEV (Reuters) - Eurovision Song Contest winner Jamala…
lgurido	Jamala - 1944 (Ukraine) Live at Semi-Final 2 of the 2016 Eurovision Song Contest https://t.co/SY0ko1RHvE
ImSoPhony	RT @ESCTyrone: Just played jamala's song to my 5 non Eurovision friends and all of them hated it and thought I was joking when I said it ha…
TeamArgi	The winner, Jamala https://t.co/v6QMTn6MLy
mariansb_	RT @WSJ: Ukraine’s Jamala wins Eurovision song contest; Russians complain of political subtext    https://t.co/5uJie9555l https://t.co/XmrU…
LuciaRotada	RT @TeamArgi: The winner, Jamala https://t.co/v6QMTn6MLy
jimmy_jarkarta	RT @Kateryna_Kruk: Russian Coverage of Jamala’s Victory Descends to the Level of Old Soviet Anecdote https://t.co/6C98IzpJNu
kaddl_lol	"RT @RTorFAV_1: REQUESTED
RT for Jamala - 1944 
LIKE for Sergey Lazarev - You are the only one #Eurovision https://t.co/lyQd9Smawq"
realcaroassmann	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
poulaotreles	RT @ESCGREECE: EUROVISION UKRAINE 2017! #Eurovision #ukraine #UKR #jamala #jamala1944 #esc2017 #eurovisiongr #foustanela https://t.co/NzmO3…
realcaroassmann	@jamala Follow me pls?
TheoMajendie	I liked a @YouTube video https://t.co/j4blNPasKt Jamala - 1944 (Ukraine) Winning Performance at the 2016 Eurovision Song Contest
ulvdis	RT @GlasnostGone: #Eurovision: #Russia reacts with @Twitter hack. Hardly used misspelt # promoted instead of #Jamala. #Crimea #Tatars. http…
Dean_Bain	RT @GlasnostGone: #Eurovision: #Russia reacts with @Twitter hack. Hardly used misspelt # promoted instead of #Jamala. #Crimea #Tatars. http…
lemonblaze1	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
ZalMox3	"RT @DarthPutinKGB: Going to offer my congrats in person to #Jamala and ""Ukraine"" for winning #Eurovision https://t.co/u91iZLZEua"
siegfridsfan	. @jamala 's amazing #Eurovision journey in only one picture! Congraz for the win, the trophy was well deserved🇺🇦💙 https://t.co/ElIQf4wuhH
NTenzer	"Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t.co/mVw6fhO2L4"
Rutenien	Radio Free Europe/Radio Liberty: Jamala says song won on artistic, not political, grounds: Ukr... https://t.co/V9BAIPAcpK #FreeSavchenko
GlobalMusic9Ja	""" Jamala, Ukrainian Singer, Named Winner of 2016 Eurovision Contest https://t.co/vjoxrOwqem"""
UkraineHotNews	Radio Free Europe/Radio Liberty: Jamala says song won on artistic, not political, grounds: Ukrainian singer J... https://t.co/2fFwDNrRsy
Ukr_Newz	Radio Free Europe/Radio Liberty: Jamala says song won on artistic, not political, grounds: Ukrainian singer J... https://t.co/6EuzvHIka7
NewzUkraine	Radio Free Europe/Radio Liberty: Jamala says song won on artistic, not political, grounds: Ukrainian singer J... https://t.co/GDCR0MhYzu
Rutenien	Radio Free Europe/Radio Liberty: Jamala says song won on artistic, not political, grounds https://t.co/HGv1HNizra
Malinka1102	"@JohnDelacour Sorry? Why? She knew what she was doing
https://t.co/EG14xksxv7
@jamala"
Oksana_dok	@LetMyPplGoUA_en @AlyaShandra  Payback for Jamala no doubt.
Oksana_dok	Payback for Jamala no doubt.  https://t.co/PkYgimd6zV
michaeldweiss	"RT @NTenzer: Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t…"
FCehri	"RT @jamala: I'll be performing song number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala #eurovision #jamala1944 https://t.co/I…"
4Brunhilde	„Europe.Broadcasting Union:Make #Eurovision Song Contest revise the results of the song contest ... https://t.co/KsL5HHnxtx #jamala #cheat
FCehri	"RT @jamala: Number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala https://t.co/VmPbRuWmbw"
Lera__Polyakova	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
FCehri	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
dlUkraine	Ukraine President Honors Eurovision Winner Jamala with Award: Eurovision Song Contest winner Jamala has been ... https://t.co/WVLkhw5SMD
dlUkraine	Ukraine Eurovision: Ukraine's Eurovision singer Jamala speaks during a news conference about her winning song... https://t.co/zw6MDAZpam
Leninade_	"RT @theLemniscat: For #Jamala1944: 
Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942
#Eurovision https:/…"
amoramankwah	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
zbesworld	"RT @RusNewspapers: ""You fucking freaks"": press conference by Jamala opened Lazarev song -#Culture-#News--https://t.co/AqM95nSoVO https://t.…"
doolyprk	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
ThePopFeedWeb	RT @GastroParty: #Celebrities: ⚡️ Ukraine president honors Eurovision winner Jamala with award https://t.co/CHcDUyxiah #Entertainment World
OS1954	The Guardian view on the #Eurovision song contest: how to protest and survive | Editorial https://t.co/wFi2Em6Ujq @jamala
TetyanaStadnyk	#sunny #Kyiv #Ukraine happy after @jamala won #Eurovision 😍😁💃 https://t.co/kORthWiYC0
112NewsFeed	"@AndriiOlefirov @Nkbayar @MDzhemilev Jamala:""No way that I'm getting into politics""
https://t.co/WcVTGtJhdo https://t.co/uH7OblLCIA"
JTHundp	RT @KyivPost: Photo gallery: #Eurovision winner #Jamala arrives in #Kyiv https://t.co/mYK98yRG2q https://t.co/GHYj4MW36m
RutheniaRus	RT @OS1954: The Guardian view on the #Eurovision song contest: how to protest and survive | Editorial https://t.co/wFi2Em6Ujq @jamala
112NewsFeed	"@NewsCrimeaEn @qhacrimeaqha #Ukraine's #jamala: ""No way that I'm getting into politics""
https://t.co/WcVTGtJhdo https://t.co/DfLRznX6pa"
BizPaul	#Eurovision : How Twitter reacted to new voting and Jamala's win - BBC News https://t.co/gc2535BAf2
brianc999	Eurovision winner Jamala: Song 'not political statement' https://t.co/W0X7wKnrUL
whileinCrimea	Ukraine president honors Eurovision winner Jamala with award #ukraine https://t.co/0J0W1zOvTU https://t.co/A2Vh0EDO2V
gizhkoandrii	@OctDalby @JohnDelacour @tamnat2008 I showed example - Jamala.
wanderer1982	RT @TetyanaStadnyk: #sunny #Kyiv #Ukraine happy after @jamala won #Eurovision 😍😁💃 https://t.co/kORthWiYC0
UA_dem	RT @GlasnostGone: #Eurovision: #Russia reacts with @Twitter hack. Hardly used misspelt # promoted instead of #Jamala. #Crimea #Tatars. http…
24todayneteng	Poroshenko awards Jamala People's Artist of Ukraine title https://t.co/SD61N94yhb
wanderer1982	@TetyanaStadnyk @jamala is there still a cinema at the top of that building?
TetyanaStadnyk	@wanderer1982 yes, close by:) @jamala
olex_scherba	"Many in Austria riled up: Jamala's win ""provoked"" Russia. Same ppl who were ok with Putin killing thousands Ukrainians. Just sad."
RNBO_ORG	Ukraine President Honors Eurovision Winner Jamala with Award: Eurovision Song… https://t.co/84AVCCavzg #Ukraine
NotMattBellamy	"RT @christogrozev: Komsomolskaya Pravda: ""#Eurovision allowed the pawn Jamala to sing about 194 k deported Tatars, but not a word about wha…"
FansBrequette	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
qhacrimeaqha	"Jamala: I wish ""1944"" song had never been written https://t.co/RXxHFB302R https://t.co/pGTXHPHJuB"
nekomyung	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
UA_dem	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
UA_dem	RT @JudithGoughFCO: Shameless picture of excited fan (me) with @jamala #Eurovision #NextGenUA https://t.co/5a3M9QKymt
rougek68	@JohnDelacour @jamala  LOL  they both look like they need to see a chiropractor
ex_proc	RT @ACScowcroft: Jamala’s Triumph at Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/hCiSC7Q4z8 https://t.co/L…
aydinmurat58	I liked a @YouTube video https://t.co/LCUvH8MQBB LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision Song Contest
DafEmreTas	#Jamala - 1944 (Congratulations )  👏👏 https://t.co/0tsAkuusAM
goodbyetomiriam	RT @Angryesc: Jamala sang from the bottom of her heart and cause of this won. #Eurovision https://t.co/RN6MJHCb1o
AndrijUKR2	"RT @olex_scherba: Many in Austria riled up: Jamala's win ""provoked"" Russia. Same ppl who were ok with Putin killing thousands Ukrainians. J…"
florionpeni	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
olex_scherba	"I remind those who dub Jamala's song as ""political"": it received 10 points in #Austria televoting (2nd to Poland). It means: ppl liked it."
JohnDelacour	".@gizhkoandrii 
@jamala did not “represent #Ukraine”. She simply became tool in the West’s anti-Russian campaign.
@OctDalby @tamnat2008"
narkspud	Jamala's English lyrics aren't very good. #UnpopularEurovisionOpinion
dlsweden	"Ukraine's Jamala wins 2016 Eurovision Song Contest: ""All of Europe voted for Russia. Russia was first. But th... https://t.co/OdDutmFZZR"
SteveKomarnycky	RT @GlasnostGone: #Eurovision: #Russia reacts with @Twitter hack. Hardly used misspelt # promoted instead of #Jamala. #Crimea #Tatars. http…
ESCSamuel	"RT @OiThatsKoko: Hey ppl, it's fine to have an opinion and to disagree. But saying Jamala ""is not the one who should really win"" is kinda d…"
euro_edit	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
WordLinkVIDEO	Poroshenko awards singer Jamala after Eurovision win #video https://t.co/8p0q479R6E https://t.co/cqwvaNejNm
teite99	RT @JohnDelacour: I must say I feel a little sorry for @jamala, from the start simply a tool in the West’s ❝#CrimeanTatars❞ campaign https:…
eminkilcik	"RT @OiThatsKoko: Hey ppl, it's fine to have an opinion and to disagree. But saying Jamala ""is not the one who should really win"" is kinda d…"
JoseOigemeel	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
IamNotAB0t	RT @aydinmurat58: I liked a @YouTube video https://t.co/LCUvH8MQBB LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision…
gizhkoandrii	"@JohnDelacour @jamala @OctDalby @tamnat2008 you havent answered about jew being PM of ""neo-nazi"" country. Jews are nazis?"
MusicMiscreant	"@Malinka1102 @JohnDelacour @jamala 
forgotten about @shaunwalker7 until I saw that odious @guardian article - voila https://t.co/MsdruOTOEc"
molodyko	Highlights of Jamala's triumphant #Eurovision performance (photo, video). #Ukraine  https://t.co/SBpQiTv8WZ
RonVerkruisen	"RT @vicktop55: #Jamala's ""Ukrainian"" Parents Prosper in Russian Crimea https://t.co/uDoauGV5md https://t.co/KLEDnGXthY"
escloicly	omg,she said that,she want to come to turkey because her sister live in turkey #eurovision @jamala https://t.co/eCHhvK7EPA
Stredni_trida	RT @JohnDelacour: I must say I feel a little sorry for @jamala, from the start simply a tool in the West’s ❝#CrimeanTatars❞ campaign https:…
Stredni_trida	"RT @Malinka1102: @JohnDelacour Sorry? Why? She knew what she was doing
https://t.co/EG14xksxv7
@jamala"
ecopart1zan	Jamala - 1944 (Ukraine) Winning Performance at the 2016 Eurovision Song Contest https://t.co/BvGXtwBpOq
MusicMiscreant	@Malinka1102 @JohnDelacour @jamala @shaunwalker7 @guardian I assume he knows her parents live happily in Crimea...
officialoreen	I've watched Jamala's winning moment over and over again. The atmosphere in the room was phenomenal and that makes me emotional. #Eurovision
Cat_with_Rav	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
UKRinAUT	"RT @olex_scherba: I remind those who dub Jamala's song as ""political"": it received 10 points in #Austria televoting (2nd to Poland). It mea…"
528Music	Ukraine President Honors Eurovision Winner Jamala with Award https://t.co/KUfcx7K2F6
byantium	@VictoriaLIVE @jamala didn't realise UK gave her 10 points, must be BBC influence
ericlewan	"I feel really bad 
when your #1 @jamala is WINNER and your silver winner @j_pootsmann is fucking ROBBED 
very strange feelings"
queen_gagarina	RT @musicnews_shade: Congratulations to Ukraine on winning #Eurovision 2016! @JAMALA wrote and composed her song '1944' by herself. 👏🏻https…
escloicly	RT @musicnews_shade: Congratulations to Ukraine on winning #Eurovision 2016! @JAMALA wrote and composed her song '1944' by herself. 👏🏻https…
ytuguzova1	RT @AmentaEugenia: Ukraine's Jamala wins the 2016 Eurovision Song Contest with a song about the deportation of Crimean Tatars under Josef S…
eossipov	"RT @marcelsardo: 😂😂 Somebody will hang for this 
In Kiew, Press Conference with #Jamala mistakenly opened with Sergey Lazarev’s Song

https…"
greyea_a	Day 3: still in love with @jamala and her song '1944'.
OleksaRusyn	"RT @christogrozev: Komsomolskaya Pravda: ""#Eurovision allowed the pawn Jamala to sing about 194 k deported Tatars, but not a word about wha…"
JohnDelacour	".@gizhkoandrii You won’t find the term neo-nazi in my TL for over a year. Nothing prevents Jews being Nazis.
@jamala @OctDalby @tamnat2008"
CERAP_Paris	"RT @NTenzer: Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t…"
nick_garuy	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
1wayticket2hell	"RT @VictoriaLIVE: .@jamala, #Eurovision winner: ""I don't have any political statement in my song"" #VictoriaLIVE https://t.co/E0thCd2pKM"
karmel80	RT @DKAMBinUkraine: Congratulations @jamala and #Ukraine!!! You deserved all the 12 points from #Denmark and the victory🇺🇦 #workingforDK ht…
yusufgnacti	Jamala - 1944 (Lyric Video) | Eurovision 2016 - Ukraine https://t.co/D6ZvmnFeg7
vaniii1204	"RT @RTorFAV_1: REQUESTED
RT for Jamala - 1944 
LIKE for Sergey Lazarev - You are the only one #Eurovision https://t.co/lyQd9Smawq"
Alphaglitchgirl	RT @Angryesc: Jamala sang from the bottom of her heart and cause of this won. #Eurovision https://t.co/RN6MJHCb1o
NewzUkraine	Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song was more abou... https://t.co/yNbkeNJR46
UkraineHotNews	Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song was more abou... https://t.co/czczqy6bsV
Ukr_Newz	Jamala Says Song More Artistic Than Political: Ukrainian Eurovision winner Jamala said her song was more abou... https://t.co/rmPjECnwWM
gh_joker	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
hasmikch	@Haberturk Does #Erdogan knows that Jamala’s mother is #Armenian @ ancestors of her mother are from #NagornoKarabakh https://t.co/SNeWRI3doz
dilbar6232	RT @Eurovision: Congratulations to Jamala from Ukraine- winner of the 2016 #Eurovision Song Contest! https://t.co/SUEfwQhLVu
SchokoDelphin	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
dilbar6232	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
denizfbdeniz60	#NowPlaying Watch over me - Jamala ♫ https://t.co/jewJCiVf0L
andyrosebrook	"RT @NTenzer: Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t…"
BerkayKundakci	I support #Ukraine and #Jamala !
JohnDelacour	"@MusicMiscreant Which article? I’ve only read @heidistephens’ odious article.
 @Malinka1102 @jamala @shaunwalker7 @guardian"
KatteSartorius	Contrutilations for @jamala when she win eurovision song contest 2016!!!! CONGRATS!!!
ESCElliott	RT @queen_gagarina: if only y'all Russia fans stopped trashing Jamala and calling her names it would be really nice you know
IDEFIE	"RT @NTenzer: Excellent @michaeldweiss on #Jamala /#conspiracytheories
Also reminds us there r 2 #Russia/s https://t.co/B0rQcngdWj https://t…"
JohnDelacour	".@MusicMiscreant @Malinka1102 
For @jamala to say she can’t visit grandpa in #Crimea is simply a LIE 
@shaunwalker7 @guardian @heidistephens"
AnnaGalij	"RT @olex_scherba: I remind those who dub Jamala's song as ""political"": it received 10 points in #Austria televoting (2nd to Poland). It mea…"
